tractAffGeoId	long	lat
1400000US17019010604	-88.463234	40.141452
1400000US17019010604	-88.463275	40.13503
1400000US17019010604	-88.46336	40.128504
1400000US17019011100	-88.46336	40.128504
1400000US17019011100	-88.463301	40.120206
1400000US17019011100	-88.463272	40.116791
1400000US17019011100	-88.46302	40.05503
1400000US17019011100	-88.426087	40.055106
1400000US17019011100	-88.388063	40.055172
1400000US17019011100	-88.387826	40.05516
1400000US17019011100	-88.350108	40.055273
1400000US17019011100	-88.350543	40.098746
1400000US17019011100	-88.350591	40.106381
1400000US17019011100	-88.350658	40.112832
1400000US17019011100	-88.350664	40.11311
1400000US17019011100	-88.350666	40.113227
1400000US17019011100	-88.350819	40.127706
1400000US17019011100	-88.350914	40.142241
1400000US17019011100	-88.295857	40.142132
1400000US17019011100	-88.292577	40.142164
1400000US17019011100	-88.289388	40.14431
1400000US17019011100	-88.287486	40.142761
1400000US17019011100	-88.287302	40.142909
1400000US17019011100	-88.283811	40.145956
1400000US17019011100	-88.277272	40.140783
1400000US17019011100	-88.277281	40.141014
1400000US17019011100	-88.277363	40.143234
1400000US17019011100	-88.277099	40.145296
1400000US17019011100	-88.276962	40.147015
1400000US17019011100	-88.276963	40.147532
1400000US17019011100	-88.276967	40.148692
1400000US17019011100	-88.276972	40.148806
1400000US17019011100	-88.276991	40.14936
1400000US17019011100	-88.277032	40.152299
1400000US17019011100	-88.277092	40.156635
1400000US17019011100	-88.271781	40.156527
1400000US17019011100	-88.270094	40.156933
1400000US17019011100	-88.258124	40.156517
1400000US17019011100	-88.248678	40.156403
1400000US17019011100	-88.242464	40.156349
1400000US17019011100	-88.23925	40.1563
1400000US17019011100	-88.239313	40.160002
1400000US17019011100	-88.239341	40.160003
1400000US17019011100	-88.239531	40.170894
1400000US17019011100	-88.21777	40.171027
1400000US17019011100	-88.219482	40.166517
1400000US17019011100	-88.22996	40.141766
1400000US17019011100	-88.229196	40.14176
1400000US17019011100	-88.227676	40.141759
1400000US17019011100	-88.227286	40.141759
1400000US17019011100	-88.223983	40.141778
1400000US17019011100	-88.219941	40.141807
1400000US17019011100	-88.214307	40.141861
1400000US17019011100	-88.200811	40.142
1400000US17019011100	-88.200819	40.141915
1400000US17019011100	-88.19081	40.142013
1400000US17019011100	-88.190685	40.142022
1400000US17019011100	-88.190594	40.142016
1400000US17019011100	-88.190533	40.142011
1400000US17019011100	-88.186616	40.142032
1400000US17019011100	-88.186194	40.142032
1400000US17019011100	-88.183652	40.14205
1400000US17019011100	-88.173825	40.142107
1400000US17019011100	-88.169144	40.142128
1400000US17019011100	-88.162884	40.142177
1400000US17019011100	-88.154268	40.142196
1400000US17019011100	-88.150403	40.142195
1400000US17019011100	-88.147023	40.142206
1400000US17019011100	-88.14394	40.14221
1400000US17019011100	-88.143959	40.14596
1400000US17019011100	-88.143998	40.149467
1400000US17019011100	-88.140899	40.149481
1400000US17019011100	-88.129626	40.149486
1400000US17019011100	-88.124984	40.14948
1400000US17019011100	-88.125123	40.164075
1400000US17019011100	-88.125178	40.171381
1400000US17019011100	-88.125209	40.17835
1400000US17019011100	-88.125342	40.224586
1400000US17019011100	-88.135781	40.22452
1400000US17019011100	-88.166933	40.224326
1400000US17019011100	-88.231609	40.223982
1400000US17019011100	-88.240465	40.223915
1400000US17019011100	-88.269845	40.223736
1400000US17019011100	-88.304134	40.223561
1400000US17019011100	-88.339174	40.22341
1400000US17019011100	-88.338966	40.207975
1400000US17019011100	-88.338219	40.207411
1400000US17019011100	-88.338026	40.202468
1400000US17019011100	-88.334104	40.201966
1400000US17019011100	-88.334068	40.196807
1400000US17019011100	-88.325504	40.196844
1400000US17019011100	-88.324687	40.192777
1400000US17019011100	-88.324529	40.183622
1400000US17019011100	-88.324415	40.169691
1400000US17019011100	-88.328058	40.167657
1400000US17019011100	-88.328345	40.166761
1400000US17019011100	-88.330417	40.16773
1400000US17019011100	-88.333915	40.167654
1400000US17019011100	-88.333813	40.156689
1400000US17019011100	-88.350912	40.156617
1400000US17019011100	-88.353162	40.156806
1400000US17019011100	-88.439372	40.156759
1400000US17019011100	-88.443385	40.157035
1400000US17019011100	-88.444943	40.156468
1400000US17019011100	-88.45076	40.151789
1400000US17019011100	-88.454972	40.148825
1400000US17019011100	-88.455345	40.14771
1400000US17019011100	-88.455146	40.142253
1400000US17019011100	-88.461776	40.142252
1400000US17019011100	-88.463174	40.142196
1400000US17019011100	-88.463234	40.141452
1400000US17019011100	-88.463275	40.13503
1400000US17019011100	-88.46336	40.128504
